GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
PMML class model evaluator code coverage,org.jpmml.evaluator,JavaComparisonPredicate.GreaterOrEqual,12,0,2,0,3,0,3,0,2,0
PMML class model evaluator code coverage,org.jpmml.evaluator,ValueAggregator.Entry,0,18,0,0,0,5,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,OutputFilters,0,9,0,0,0,2,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,RegExUtil,0,27,0,2,0,6,0,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,DiscreteValue,0,5,0,0,0,2,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,NormalizationUtil.new Object() {...},3,23,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,CategoricalValue.new Object() {...},2,17,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,Configuration,0,43,0,0,0,18,0,9,0,9
PMML class model evaluator code coverage,org.jpmml.evaluator,SimpleDoubleVector,22,54,2,0,6,14,5,7,4,7
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluator.new CacheLoader() {...},0,8,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluator.new CacheLoader() {...},0,6,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,ReportFactory,0,3,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluator.new AbstractMap() {...},4,21,0,0,1,2,1,2,1,2
PMML class model evaluator code coverage,org.jpmml.evaluator,CsvUtil.Table,3,11,0,0,1,5,1,2,1,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractFunction() {...},0,38,0,0,0,6,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractFunction() {...},0,38,0,0,0,6,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractFunction() {...},0,28,0,0,0,5,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,ValueFactoryFactory.new Object() {...},2,17,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new TrigonometricFunction() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new TrigonometricFunction() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractNumericFunction() {...},27,4,0,0,5,1,1,1,1,1
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new TrigonometricFunction() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,BatchUtil,192,167,18,14,28,33,12,8,1,3
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new TrigonometricFunction() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractNumericFunction() {...},34,4,2,0,7,1,2,1,1,1
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new TrigonometricFunction() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new TrigonometricFunction() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,InvisibleFieldException,23,0,0,0,5,0,3,0,3,0
PMML class model evaluator code coverage,org.jpmml.evaluator,FilterBatch,0,46,0,0,0,18,0,8,0,8
PMML class model evaluator code coverage,org.jpmml.evaluator,EvaluationException,0,9,0,0,0,4,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluator.new Object() {...},11,79,0,0,0,3,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,MissingValueException,6,17,0,0,2,3,1,2,1,2
PMML class model evaluator code coverage,org.jpmml.evaluator,DiscretizationUtil,72,316,19,52,16,85,19,26,0,8
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new StringFunction() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new StringFunction() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,PMMLException,59,86,9,9,16,26,6,13,1,9
PMML class model evaluator code coverage,org.jpmml.evaluator,DiscretizationUtil.new Object() {...},4,29,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new ValueListFunction() {...},0,11,0,2,0,2,0,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,JavaSimplePredicate,16,0,0,0,7,0,3,0,3,0
PMML class model evaluator code coverage,org.jpmml.evaluator,DiscretizationUtil.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractFunction() {...},0,34,0,4,0,8,0,4,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,DiscretizationUtil.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new StringFunction() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractFunction() {...},0,25,0,0,0,7,0,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator,InvalidMarkupException,4,5,0,0,2,2,1,1,1,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ValueMap,4,35,0,2,1,13,1,6,1,5
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractFunction() {...},28,61,2,2,2,11,2,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractFunction() {...},9,36,0,0,3,7,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractFunction() {...},9,86,2,6,3,16,2,5,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator,AffinityDistribution,18,39,2,2,5,12,5,7,3,7
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractFunction() {...},0,45,0,0,0,9,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractFunction() {...},0,35,0,0,0,7,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,SimpleFloatVector,74,0,2,0,19,0,11,0,10,0
PMML class model evaluator code coverage,org.jpmml.evaluator,DoubleVector,0,28,0,0,0,5,0,5,0,5
PMML class model evaluator code coverage,org.jpmml.evaluator,XPathUtil,16,123,4,12,4,24,4,10,0,6
PMML class model evaluator code coverage,org.jpmml.evaluator,FieldValueUtil,0,61,0,14,0,18,0,13,0,6
PMML class model evaluator code coverage,org.jpmml.evaluator,CategoricalValue,0,49,0,5,0,11,0,8,0,5
PMML class model evaluator code coverage,org.jpmml.evaluator,ReportingComplexDoubleVector,181,0,2,0,25,0,13,0,12,0
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new EqualityFunction() {...},1,10,1,1,0,2,1,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new ComparisonFunction() {...},0,11,0,2,0,2,0,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new ValueFunction() {...},0,11,0,2,0,2,0,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new EqualityFunction() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new ComparisonFunction() {...},0,11,0,2,0,2,0,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new ComparisonFunction() {...},0,11,0,2,0,2,0,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new ComparisonFunction() {...},0,11,0,2,0,2,0,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new UnaryBooleanFunction() {...},0,12,0,2,0,2,0,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new ValueListFunction() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new BinaryBooleanFunction() {...},0,11,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new BinaryBooleanFunction() {...},0,11,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Numbers,0,37,0,0,0,13,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ReportingValueFactoryFactory.ReportingFloatValueFactory,29,20,2,0,5,4,4,3,3,3
PMML class model evaluator code coverage,org.jpmml.evaluator,ConfidenceDistribution,16,0,0,0,5,0,4,0,4,0
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new FpMathFunction() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new MathFunction() {...},0,17,0,2,0,4,0,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,MissingAttributeException,9,18,0,0,4,3,2,2,2,2
PMML class model evaluator code coverage,org.jpmml.evaluator,EvaluatorUtil,69,212,8,20,12,53,6,13,1,4
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new FpMathFunction() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,ScalarValue,0,119,2,18,0,28,2,16,0,8
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new FpMathFunction() {...},5,4,0,0,1,1,1,1,1,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluatorBuilder,38,251,4,6,11,69,7,20,3,19
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractNumericFunction() {...},0,39,0,0,0,6,0,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator,PMMLUtil,37,79,3,7,2,13,4,7,1,5
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AbstractNumericFunction() {...},0,42,0,2,0,6,0,4,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new MathFunction() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,FunctionUtil,54,379,4,14,4,34,4,9,0,4
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new MathFunction() {...},5,4,0,0,1,1,1,1,1,1
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new ValueFunction() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new MathFunction() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new MathFunction() {...},0,16,0,2,0,4,0,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,TypeInfos,0,55,0,0,0,9,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,SecondsSinceMidnight,28,85,4,2,6,26,5,9,3,8
PMML class model evaluator code coverage,org.jpmml.evaluator,JavaValuePredicate.IsMissing,7,0,0,0,3,0,2,0,2,0
PMML class model evaluator code coverage,org.jpmml.evaluator,FieldUtil.new CacheLoader() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,FieldUtil.new Object() {...},1,11,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ReportingValueFactoryFactory.new Object() {...},2,17,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,FieldUtil.new TypeInfo() {...},50,27,4,2,6,7,4,3,1,3
PMML class model evaluator code coverage,org.jpmml.evaluator,FieldUtil.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,FieldUtil.new CacheLoader() {...},6,3,0,0,1,1,1,1,1,1
PMML class model evaluator code coverage,org.jpmml.evaluator,TextUtil,101,388,22,50,20,113,20,24,0,7
PMML class model evaluator code coverage,org.jpmml.evaluator,TargetFieldUtil.new Object() {...},3,23,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,TypeCheckException,8,71,5,5,3,13,5,8,0,8
PMML class model evaluator code coverage,org.jpmml.evaluator,Vector,0,3,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ArchiveBatch.new Function() {...},0,18,1,3,0,4,1,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,TypeUtil,231,962,54,228,50,264,44,157,1,38
PMML class model evaluator code coverage,org.jpmml.evaluator,PMMLElements,0,177,0,0,0,44,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,FieldValue,111,344,11,31,25,84,14,42,3,30
PMML class model evaluator code coverage,org.jpmml.evaluator,DoubleValue,301,262,12,6,57,56,33,30,25,29
PMML class model evaluator code coverage,org.jpmml.evaluator,NormalizationUtil,23,222,6,24,4,46,6,15,0,5
PMML class model evaluator code coverage,org.jpmml.evaluator,ValueFactoryFactory.DoubleValueFactory,6,35,0,2,1,8,1,7,1,6
PMML class model evaluator code coverage,org.jpmml.evaluator,EntityClassification,13,63,1,5,4,20,2,8,1,6
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new TrigonometricFunction() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new TrigonometricFunction() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,InputField,50,32,13,1,14,9,10,4,3,4
PMML class model evaluator code coverage,org.jpmml.evaluator,PredicateUtil.CompoundPredicateResult,0,29,0,0,0,12,0,5,0,5
PMML class model evaluator code coverage,org.jpmml.evaluator,Conflict,113,0,4,0,36,0,13,0,11,0
PMML class model evaluator code coverage,org.jpmml.evaluator,RealNumberEquivalence,11,129,4,20,3,32,5,12,1,4
PMML class model evaluator code coverage,org.jpmml.evaluator,ComplexDoubleVector,12,139,3,7,3,33,3,13,0,11
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new TrigonometricFunction() {...},0,9,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,RichDataField.new Object() {...},3,23,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluator,249,1528,45,174,48,414,51,133,9,62
PMML class model evaluator code coverage,org.jpmml.evaluator,UnsupportedMarkupException,4,5,0,0,2,2,1,1,1,1
PMML class model evaluator code coverage,org.jpmml.evaluator,DistributionUtil,7,65,2,6,2,12,2,7,0,5
PMML class model evaluator code coverage,org.jpmml.evaluator,RichComplexArray,8,43,0,0,2,13,2,6,2,6
PMML class model evaluator code coverage,org.jpmml.evaluator,SparseArrayUtil,18,104,8,12,4,23,8,6,0,4
PMML class model evaluator code coverage,org.jpmml.evaluator,TargetUtil.new Object() {...},3,23,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,NormalDistributionUtil,3,9,0,0,1,2,1,2,1,2
PMML class model evaluator code coverage,org.jpmml.evaluator,MapHolder,7,12,1,1,1,3,1,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ReportingComplexFloatVector,183,0,2,0,25,0,13,0,12,0
PMML class model evaluator code coverage,org.jpmml.evaluator,DefineFunctionEvaluationContext,80,27,12,0,22,10,11,3,5,3
PMML class model evaluator code coverage,org.jpmml.evaluator,FieldValues,0,31,0,0,0,8,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,MisplacedAttributeException,9,19,0,0,2,3,1,2,1,2
PMML class model evaluator code coverage,org.jpmml.evaluator,TypeInfo,2,0,0,0,1,0,1,0,1,0
PMML class model evaluator code coverage,org.jpmml.evaluator,ArrayUtil.new Object() {...},3,23,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ArrayUtil.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,TextUtil.new Callable() {...},0,5,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,TextUtil.new Callable() {...},0,5,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,JavaValuePredicate.IsNotMissing,11,0,2,0,3,0,3,0,2,0
PMML class model evaluator code coverage,org.jpmml.evaluator,TextUtil.new Object() {...},5,39,0,0,0,2,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,IntegrationTest,7,56,0,0,2,14,1,9,1,9
PMML class model evaluator code coverage,org.jpmml.evaluator,ValueUtil,9,136,5,27,3,36,5,14,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator,OutputUtil.new Object() {...},45,295,0,0,0,6,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,OutputUtil.new Comparator() {...},81,60,11,4,19,14,12,5,3,4
PMML class model evaluator code coverage,org.jpmml.evaluator,JavaComparisonPredicate.LessOrEqual,12,0,2,0,3,0,3,0,2,0
PMML class model evaluator code coverage,org.jpmml.evaluator,DiscretizationUtil.RowFilter,0,78,0,4,0,22,0,7,0,5
PMML class model evaluator code coverage,org.jpmml.evaluator,OutputUtil.new TypeInfo() {...},6,47,0,6,2,14,1,6,1,3
PMML class model evaluator code coverage,org.jpmml.evaluator,ReportingSimpleFloatVector,181,0,2,0,25,0,13,0,12,0
PMML class model evaluator code coverage,org.jpmml.evaluator,JavaExpression,23,0,4,0,8,0,4,0,2,0
PMML class model evaluator code coverage,org.jpmml.evaluator,PredicateUtil,135,375,19,91,22,96,19,55,1,13
PMML class model evaluator code coverage,org.jpmml.evaluator,ComplexReport,0,34,0,0,0,10,0,5,0,5
PMML class model evaluator code coverage,org.jpmml.evaluator,ResidualInputField,11,5,0,0,2,2,2,1,2,1
PMML class model evaluator code coverage,org.jpmml.evaluator,Epochs,0,16,0,0,0,3,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ArrayUtil,56,126,10,15,12,33,10,12,0,8
PMML class model evaluator code coverage,org.jpmml.evaluator,OrdinalValue.new Object() {...},1,11,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,TextUtil.StringProcessor,0,33,0,0,0,12,0,5,0,5
PMML class model evaluator code coverage,org.jpmml.evaluator,SimpleTypeInfo,0,52,0,0,0,19,0,8,0,8
PMML class model evaluator code coverage,org.jpmml.evaluator,OrdinalValue.OrdinalString,4,18,1,1,1,5,1,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator,VirtualEvaluationContext,0,6,0,0,0,3,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,CollectionValue,65,52,10,3,15,18,11,8,5,7
PMML class model evaluator code coverage,org.jpmml.evaluator,InvalidElementException,9,19,0,0,4,3,2,2,2,2
PMML class model evaluator code coverage,org.jpmml.evaluator,DaysSinceDate,19,59,4,4,3,15,5,7,1,7
PMML class model evaluator code coverage,org.jpmml.evaluator,InvalidAttributeException,32,5,0,0,7,2,4,1,4,1
PMML class model evaluator code coverage,org.jpmml.evaluator,KeyValueAggregator,0,86,0,4,0,25,0,10,0,8
PMML class model evaluator code coverage,org.jpmml.evaluator,ContinuousValue.ContinuousInteger,5,33,1,3,1,9,1,6,0,5
PMML class model evaluator code coverage,org.jpmml.evaluator,JavaEqualityPredicate.NotEqual,12,0,2,0,3,0,3,0,2,0
PMML class model evaluator code coverage,org.jpmml.evaluator,SimplePeriod,0,3,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ReportingValueFactoryFactory.ReportingFloatValueFactory.new ReportingSimpleFloatVector() {...},10,0,0,0,2,0,2,0,2,0
PMML class model evaluator code coverage,org.jpmml.evaluator,ReportingValueFactoryFactory.ReportingFloatValueFactory.new ReportingComplexFloatVector() {...},11,0,0,0,2,0,2,0,2,0
PMML class model evaluator code coverage,org.jpmml.evaluator,InvalidElementListException,22,0,0,0,2,0,1,0,1,0
PMML class model evaluator code coverage,org.jpmml.evaluator,FieldValue.new Object() {...},3,23,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,FieldValue.new Predicate() {...},2,14,1,1,1,3,1,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Vote,10,16,1,1,3,7,3,3,2,3
PMML class model evaluator code coverage,org.jpmml.evaluator,Value,0,3,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,TypeUtil.new Object() {...},17,107,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluationContext.new Object() {...},5,35,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,DefaultVisitorBattery,0,37,0,0,0,8,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,IntegrationTest.new Predicate() {...},0,15,0,2,0,2,0,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,TextTokenizer,0,78,0,10,0,24,0,9,0,4
PMML class model evaluator code coverage,org.jpmml.evaluator,IntegrationTest.new IntegrationTestBatch() {...},0,12,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,CacheUtil,41,29,4,0,15,9,4,6,2,6
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluatorFactory,33,154,3,23,7,35,4,15,2,4
PMML class model evaluator code coverage,org.jpmml.evaluator,VariableField,28,20,0,0,7,7,5,3,5,3
PMML class model evaluator code coverage,org.jpmml.evaluator,EvaluationContext.new ScalarValue() {...},2,5,0,0,1,1,1,1,1,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ModelEvaluator.VerificationBatch,0,13,0,0,0,5,0,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator,JavaComparisonPredicate.LessThan,12,0,2,0,3,0,3,0,2,0
PMML class model evaluator code coverage,org.jpmml.evaluator,SimpleReport,10,36,0,4,3,13,1,8,1,6
PMML class model evaluator code coverage,org.jpmml.evaluator,ContinuousValue.ContinuousFloat,15,23,2,2,3,7,3,4,1,4
PMML class model evaluator code coverage,org.jpmml.evaluator,ProbabilityAggregator,44,405,12,46,11,100,12,27,0,10
PMML class model evaluator code coverage,org.jpmml.evaluator,PredicateUtil.new Object() {...},14,97,0,0,0,3,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,NaNResultException,0,4,0,0,0,2,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ResultField,0,4,0,0,0,2,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ContinuousValue,3,64,0,6,2,16,0,9,0,5
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new ArithmeticFunction() {...},0,24,1,3,0,4,1,3,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AggregateFunction() {...},0,8,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AggregateFunction() {...},0,8,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AggregateFunction() {...},2,14,1,1,1,4,1,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new AggregateFunction() {...},0,8,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new ArithmeticFunction() {...},0,11,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,MisplacedElementException,19,0,0,0,3,0,2,0,2,0
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new ArithmeticFunction() {...},0,11,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new ArithmeticFunction() {...},0,11,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,Functions.new ArithmeticFunction() {...},0,24,0,4,0,4,0,4,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator,ValueFactory,0,3,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,ArchiveBatch,5,150,1,1,2,36,2,14,1,14
PMML class model evaluator code coverage,org.jpmml.evaluator,ComplexPeriod,0,16,0,0,0,7,0,3,0,3
PMML class model evaluator code coverage,org.jpmml.evaluator,CategoricalValue.CategoricalBoolean,20,54,3,5,4,14,3,6,0,5
PMML class model evaluator code coverage,org.jpmml.evaluator,TargetUtil,78,308,25,41,18,80,23,22,0,11
PMML class model evaluator code coverage,org.jpmml.evaluator,OutputMap,3,59,1,5,1,17,2,7,1,5
PMML class model evaluator code coverage,org.jpmml.evaluator,ValueFactoryFactory.FloatValueFactory,23,19,2,0,5,4,4,4,3,4
PMML class model evaluator code coverage,org.jpmml.evaluator,AffinityDistribution.new Object() {...},2,17,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,MeasureUtil.new Object() {...},5,35,0,0,0,1,0,1,0,1
PMML class model evaluator code coverage,org.jpmml.evaluator,Classification.Type.new Classification.Type() {...},3,8,0,0,1,1,1,1,1,1
PMML class model evaluator code coverage,org.jpmml.evaluator,JavaComparisonPredicate.GreaterThan,12,0,2,0,3,0,3,0,2,0
PMML class model evaluator code coverage,org.jpmml.evaluator,Period,12,21,2,2,3,5,4,3,2,3
PMML class model evaluator code coverage,org.jpmml.evaluator,LoadingModelEvaluatorBuilder,66,108,5,3,16,32,12,8,8,8
PMML class model evaluator code coverage,org.jpmml.evaluator,ReportingSimpleDoubleVector,95,84,2,0,10,15,6,7,5,7
PMML class model evaluator code coverage,org.jpmml.evaluator,EntityUtil,0,73,0,6,0,19,0,8,0,5
PMML class model evaluator code coverage,org.jpmml.evaluator,FunctionRegistry,41,91,3,9,13,26,7,7,4,4
PMML class model evaluator code coverage,org.jpmml.evaluator,OrdinalValue,69,107,10,12,13,26,9,13,3,8
PMML class model evaluator code coverage,org.jpmml.evaluator,UnsupportedAttributeException,9,25,0,0,4,4,2,2,2,2
PMML class model evaluator code coverage,org.jpmml.evaluator,AbstractComputable,28,3,0,0,9,1,2,1,2,1
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Function() {...},6,26,1,1,1,4,1,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new VoteAggregator() {...},0,12,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Callable() {...},0,10,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Callable() {...},0,10,0,0,0,2,0,2,0,2
PMML class model evaluator code coverage,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Function() {...},0,9,0,0,0,2,0,2,0,2
